about,accommodation,address,biodynamic,booking_required,cellar_tours,city,conference_facilities,contact,cover_image_url,created_at,currently_producing,cycling,data_source,district,email,estate_size_ha,events_venue,facebook,family_friendly,famous_for,founded_year,google_maps_url,google_rating,google_reviews,hiking,history,id,instagram,is_verified,last_verified,latitude,legal_name,linkedin,live_music,logo_url,longitude,market,name,notes,opening_hours,organic,owner,owner_user_id,pet_friendly,phone,picnic,postcode,price_range,province,rating,region,restaurant,running,slug,subscription_tier,sustainable,tasting_room,tasting_room_hours,tripadvisor,updated_at,vineyard_size_ha,ward,website_url,wedding_venue,wheelchair_access,wine_route,wine_route_id,winemaker,wo_appellation_id,youtube
Vergelegen is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon; GVB Red,1700,,,,False,,107fa42b-874a-4965-a095-a5728c1abf4e,,True,,,,,False,,,False,Vergelegen,,,False,,,False,,False,,,Western Cape,,,False,False,vergelegen,,False,False,,,2026-08-02T12:49:06.485304+00:00,,,https://www.vergelegen.co.za/,False,False,,,,,
Vilafonté is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:23.270447+00:00,True,False,hemelval-research,,,,False,,False,Series M; Series C,,,,,False,,b95f386c-5a56-429a-b1e0-7fbc02a25607,,True,,,,,False,,,False,Vilafonté,,,False,,,False,,False,,,Western Cape,,,False,False,vilafonte,,False,False,,,2026-08-02T12:49:25.977922+00:00,,,https://www.vilafonte.com/,False,False,,,,,
"Visio Vintners is a boutique estate in the Devon Valley, one of Stellenbosch's cooler sub-regions. Small production, careful vineyard management, and meticulous winemaking produce structured Cabernet Sauvignon and textured Chenin Blanc.",False,,False,False,False,,False,,,2026-08-02T12:36:32.656479+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon; Chenin Blanc,,,,,False,,ab530155-5764-46df-a12e-eddd2a8aacda,,True,,,,,False,,,False,Visio Vintners,,,False,,,False,,False,,,Western Cape,,,False,False,visio-vintners,,False,False,,,2026-08-02T12:49:42.875213+00:00,,,,False,False,,,,,
Vondeling is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:37.609498+00:00,True,False,hemelval-research,,,,False,,False,Monsonia; Babiana; Rhône blends,,,,,False,,2eea3d76-110d-4c00-9e92-89436aa6ebb7,,True,,,,,False,,,False,Vondeling,,,False,,,False,,False,,,Western Cape,,,False,False,vondeling,,False,False,,,2026-08-02T12:49:17.636033+00:00,,,https://www.vondelingwines.co.za/,False,False,,,,,
Warwick is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Three Cape Ladies; Pinotage,1771,,,,False,,a56ea921-26ad-4603-b1f5-5faa33c5ac39,,True,,,,,False,,,False,Warwick,,,False,,,False,,False,,,Western Cape,,,False,False,warwick,,False,False,,,2026-08-02T12:49:08.657229+00:00,,,https://www.warwickwine.com/,False,False,,,,,
Waterford Estate is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:24:59.550151+00:00,True,False,hemelval-research,,,,False,,False,Jem blend; chocolate and wine pairing,,,,,False,,c0907919-3824-4c53-8bb7-95e18e4e0b99,,True,,,,,False,,,False,Waterford Estate,,,False,,,False,,False,,,Western Cape,,,False,False,waterford,,False,False,,,2026-08-02T12:49:20.009634+00:00,,,https://www.waterfordestate.co.za/,False,False,,,,,
Winshaw is a family estate producing a broad range of wines from mature Stellenbosch vineyards. Their Cabernet Sauvignon is approachable and well-priced — a solid everyday-drinking red that represents good value in the competitive Stellenbosch market.,False,,False,False,False,,False,,,2026-08-02T12:36:32.957376+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon; Chenin,,,,,False,,d47e10cf-c303-4140-b6c7-bb12409457d5,,True,,,,,False,,,False,Winshaw,,,False,,,False,,False,,,Western Cape,,,False,False,winshaw,,False,False,,,2026-08-02T12:49:43.18928+00:00,,,,False,False,,,,,
"Yonder Hill is a family estate on the slopes above Stellenbosch, combining wine production with a restaurant and accommodation. Their Merlot is generous and soft — a crowd-pleasing Stellenbosch red that pairs well with the estate's farm-style menu.",False,,False,False,False,,False,,,2026-08-02T12:36:33.250594+00:00,True,False,hemelval-research,,,,False,,False,Merlot; Cabernet Sauvignon,,,,,False,,37056cb2-0b02-4624-be18-93ee300edce9,,True,,,,,False,,,False,Yonder Hill,,,False,,,False,,False,,,Western Cape,,,False,False,yonder-hill,,False,False,,,2026-08-02T12:49:43.491005+00:00,,,https://www.yonderhill.co.za/,False,False,,,,,
Zandvliet is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:29:04.724835+00:00,True,False,hemelval-research,,,,False,,False,Shiraz; Muscat,,,,,False,,d13cb550-31ae-4b68-a103-edd5e55f3e56,,True,,,,,False,,,False,Zandvliet,,,False,,,False,,False,,,Western Cape,,,False,False,zandvliet,,False,False,,,2026-08-02T12:49:34.878495+00:00,,,https://www.zandvliet.co.za/,False,False,,,,,
"Zorgvliet ('Care Free') is a historic estate in the Banghoek Valley, one of Stellenbosch's coolest and most scenic sub-regions. The estate is known for its Cabernet Sauvignon and Sauvignon Blanc, produced from vineyards on steep, south-facing slopes, and for its acclaimed restaurant overlooking the valley.",False,,False,False,False,,False,,,2026-08-02T12:36:33.564054+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon; Sauvignon Blanc,,,,,False,,4533f7b9-dda0-431f-8b91-8b9d38c97434,,True,,,,,False,,,False,Zorgvliet,,,False,,,False,,False,,,Western Cape,,,False,False,zorgvliet,,False,False,,,2026-08-02T12:49:43.787017+00:00,,,https://www.zorgvliet.co.za/,False,False,,,,,
